"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order","recency","total_orders","total_sales","avg_order_value","total_quantity","total_products","lifespan","monthly_spend"
9019,AW00020018,Lauren Gray,56,"50 and above",new,2013-06-15,159,1,70,70,1,1,0,0
9020,AW00020019,Brittany Diaz,55,"50 and above",new,2013-09-04,156,3,129,43,3,3,0,0
9021,AW00020020,Jacqueline Foster,55,"50 and above",new,2013-10-04,155,2,79,39,2,2,0,0
9022,AW00020021,Alexander Jones,50,"50 and above",new,2013-12-19,153,3,81,27,3,3,0,0
9023,AW00020022,Arthur Perry,55,"50 and above",new,2013-10-07,155,2,120,60,2,2,0,0
9024,AW00020023,Edward Hughes,55,"50 and above",regular,2013-09-06,156,3,4530,1510,3,3,22,205.9090909090909091
9025,AW00020024,Fernando Miller,56,"50 and above",new,2013-04-30,161,2,1155,577,2,2,0,0
9026,AW00020025,Bryce Bell,51,"50 and above",new,2013-11-10,154,2,94,47,2,2,0,0
9027,AW00020026,Jasmine Richardson,56,"50 and above",new,2013-05-20,160,4,1213,303,4,4,0,0
9028,AW00020027,Danielle Murphy,56,"50 and above",new,2013-11-02,154,2,79,39,2,2,0,0
9029,AW00020028,Angela Flores,56,"50 and above",new,2013-05-28,160,2,1174,587,2,2,0,0
9030,AW00020029,Jan Evans,56,"50 and above",new,2013-05-04,160,2,1129,564,2,2,0,0
9031,AW00020030,Alexander Harris,57,"50 and above",new,2013-05-14,160,2,1155,577,2,2,0,0
9032,AW00020031,Devin James,56,"50 and above",new,2013-05-11,160,2,1155,577,2,2,0,0
9033,AW00020032,Marcus Walker,51,"50 and above",new,2013-05-27,160,1,1120,1120,1,1,0,0
9034,AW00020033,Carlos Turner,46,"40 - 49",new,2013-12-09,153,3,567,189,3,3,0,0
9035,AW00020034,Wyatt Turner,52,"50 and above",VIP,2013-11-22,154,5,5770,1154,5,5,24,240.4166666666666667
9036,AW00020035,Cesar Fernandez,52,"50 and above",VIP,2013-11-10,154,2,5695,2847,2,2,23,247.6086956521739130
9037,AW00020036,Kate Tang,46,"40 - 49",new,2013-01-16,164,5,2618,523,5,5,0,0
9038,AW00020037,Alyssa Sanchez,53,"50 and above",new,2013-01-27,164,3,2596,865,3,3,0,0
9039,AW00020038,Taylor Price,52,"50 and above",new,2012-12-31,165,1,2443,2443,1,1,0,0
9040,AW00020039,Stephanie Evans,57,"50 and above",new,2013-01-18,164,3,2457,819,3,3,0,0
9041,AW00020040,Victoria Rivera,57,"50 and above",new,2013-05-11,160,2,1155,577,2,2,0,0
9042,AW00020041,Joe Alvarez,42,"40 - 49",new,2013-04-24,161,2,13,6,2,2,0,0
9043,AW00020042,Brad Deng,46,"40 - 49",regular,2013-03-03,162,3,3150,1050,3,3,27,116.6666666666666667
9044,AW00020043,Brent Zheng,48,"40 - 49",new,2013-12-25,153,2,32,16,2,2,0,0
9045,AW00020044,Jillian Rana,47,"40 - 49",new,2013-06-11,159,2,1155,577,2,2,0,0
9046,AW00020045,Andres Shen,47,"40 - 49",new,2013-04-03,161,3,597,199,3,3,0,0
9047,AW00020046,Peter She,47,"40 - 49",new,2013-05-29,160,8,692,86,8,8,0,0
9048,AW00020047,Ronnie Huang,47,"40 - 49",new,2013-05-29,160,2,615,307,2,2,0,0
9049,AW00020048,Virginia Srini,48,"40 - 49",regular,2013-07-28,158,2,3142,1571,2,2,29,108.3448275862068966
9050,AW00020049,Colleen Chavez,49,"40 - 49",regular,2013-08-23,157,3,3150,1050,3,3,30,105.0000000000000000
9051,AW00020050,Adriana Prasad,49,"40 - 49",new,2013-02-01,163,2,59,29,2,2,0,0
9052,AW00020051,Linda Dominguez,42,"40 - 49",regular,2013-12-28,153,9,4464,496,9,9,22,202.9090909090909091
9053,AW00020052,Theodore Ruiz,49,"40 - 49",regular,2013-03-19,162,5,3214,642,5,5,24,133.9166666666666667
9054,AW00020053,Jessie Yang,49,"40 - 49",new,2013-06-25,159,3,36,12,3,3,0,0
9055,AW00020054,Clarence Nara,48,"40 - 49",regular,2013-04-11,161,5,3338,667,5,5,25,133.5200000000000000
9056,AW00020055,Ruben Ruiz,49,"40 - 49",new,2013-06-26,159,3,83,27,3,3,0,0
9057,AW00020056,Johnny She,49,"40 - 49",new,2013-11-21,154,5,144,28,5,5,0,0
9058,AW00020057,Ramon Zhou,50,"50 and above",new,2013-09-10,156,3,48,16,3,3,0,0
9059,AW00020058,Roger Liu,50,"50 and above",new,2013-05-31,160,3,31,10,3,3,0,0
9060,AW00020059,Madison Washington,50,"50 and above",new,2013-07-15,158,2,1170,585,2,2,0,0
9061,AW00020060,Kayla Jackson,49,"40 - 49",regular,2013-08-07,157,2,3142,1571,2,2,29,108.3448275862068966
9062,AW00020061,Sharon Nath,49,"40 - 49",new,2013-07-24,158,2,1174,587,2,2,0,0
9063,AW00020062,Russell Carson,,"50 and above",regular,2013-03-30,162,5,1997,399,5,5,14,142.6428571428571429
9064,AW00020063,Kristy Ortega,50,"50 and above",new,2013-12-09,153,3,65,21,3,3,0,0
9065,AW00020064,Whitney Prasad,43,"40 - 49",new,2013-06-18,159,2,39,19,2,2,0,0
9066,AW00020065,Grant Lal,49,"40 - 49",new,2013-12-19,153,1,21,21,1,1,0,0
9067,AW00020066,Marcus White,41,"40 - 49",new,2013-05-09,160,2,1170,585,2,2,0,0
9068,AW00020067,Destiny Thompson,46,"40 - 49",new,2013-05-21,160,2,1155,577,2,2,0,0
9069,AW00020068,Alexandria Peterson,46,"40 - 49",new,2013-05-27,160,1,1120,1120,1,1,0,0
9070,AW00020069,Jessica Smith,46,"40 - 49",new,2013-10-01,155,2,575,287,2,2,0,0
9071,AW00020070,Richard Morris,54,"50 and above",new,2013-07-22,158,2,40,20,2,2,0,0
9072,AW00020071,Sean Campbell,49,"40 - 49",new,2013-03-03,162,2,79,39,2,2,0,0
9073,AW00020072,Kaitlyn Martinez,54,"50 and above",new,2013-05-13,160,2,1155,577,2,2,0,0
9074,AW00020073,Melissa Cooper,49,"40 - 49",new,2013-05-08,160,2,1170,585,2,2,0,0
9075,AW00020074,Preston Madan,67,"50 and above",new,2013-10-16,155,4,589,147,4,4,0,0
9076,AW00020075,Aaron Allen,67,"50 and above",new,2011-12-02,177,1,3400,3400,1,1,0,0
9077,AW00020076,Beth Vazquez,67,"50 and above",new,2013-11-21,154,3,554,184,3,3,0,0
9078,AW00020077,Aidan Coleman,67,"50 and above",new,2013-11-01,154,5,633,126,5,5,0,0
9079,AW00020078,Jose Lee,61,"50 and above",new,2013-11-21,154,3,629,209,3,3,0,0
9080,AW00020079,Alexandra Taylor,62,"50 and above",new,2013-11-19,154,1,5,5,1,1,0,0
9081,AW00020080,Maria Stewart,56,"50 and above",new,2013-11-02,154,2,549,274,2,2,0,0
9082,AW00020081,Jerry Xie,68,"50 and above",new,2013-10-15,155,2,59,29,2,2,0,0
9083,AW00020082,Caroline Henderson,68,"50 and above",new,2014-01-08,152,6,138,23,6,6,6,23.0000000000000000
9084,AW00020083,Terry Kumar,62,"50 and above",new,2013-11-04,154,2,40,20,2,2,0,0
9085,AW00020084,Alex Stewart,57,"50 and above",new,2013-11-29,154,5,63,12,5,5,6,10.5000000000000000
9086,AW00020085,Jessica Moore,66,"50 and above",new,2013-08-20,157,6,77,12,6,6,2,38.5000000000000000
9087,AW00020086,Jeremiah Hayes,55,"50 and above",new,2013-05-22,160,5,129,25,5,5,2,64.5000000000000000
9088,AW00020087,Seth Gray,61,"50 and above",new,2014-01-04,152,4,113,28,4,4,7,16.1428571428571429
9089,AW00020088,Jose Lewis,61,"50 and above",new,2013-06-07,159,1,5,5,1,1,0,0
9090,AW00020089,Luis Powell,66,"50 and above",new,2013-07-17,158,1,5,5,1,1,0,0
9091,AW00020090,Blake Edwards,66,"50 and above",new,2013-11-28,154,2,549,274,2,2,0,0
9092,AW00020091,Andrea Parker,50,"50 and above",new,2013-11-21,154,4,563,140,4,4,0,0
9093,AW00020092,Ethan Sharma,66,"50 and above",new,2013-05-26,160,3,1149,383,3,3,0,0
9094,AW00020093,Megan Clark,61,"50 and above",new,2013-05-04,160,3,1179,393,3,3,0,0
9095,AW00020094,Lindsey Chande,65,"50 and above",new,2013-08-07,157,2,14,7,2,2,0,0
9096,AW00020095,Ana Flores,65,"50 and above",new,2013-09-06,156,2,60,30,2,2,0,0
9097,AW00020096,Jonathan Lal,65,"50 and above",new,2013-12-19,153,3,71,23,3,3,5,14.2000000000000000
9098,AW00020097,Brittany Griffin,65,"50 and above",new,2013-05-03,160,1,1120,1120,1,1,0,0
9099,AW00020098,Alexis Lewis,53,"50 and above",new,2013-10-19,155,2,69,34,2,2,0,0
9100,AW00020099,Devon Xie,64,"50 and above",new,2013-09-01,156,1,5,5,1,1,0,0
9101,AW00020100,Jesse Watson,65,"50 and above",new,2013-12-19,153,2,40,20,2,2,0,0
9102,AW00020101,Devin Hayes,59,"50 and above",new,2013-11-13,154,3,68,22,3,3,0,0
9103,AW00020102,Arianna Jenkins,64,"50 and above",new,2013-09-14,156,2,40,20,2,2,0,0
9104,AW00020103,William Robinson,64,"50 and above",new,2013-05-04,160,3,104,34,3,3,0,0
9105,AW00020104,Louis Xu,63,"50 and above",new,2013-02-27,163,6,66,11,6,6,0,0
9106,AW00020105,Alexis Taylor,63,"50 and above",new,2013-08-20,157,3,69,23,3,3,0,0
9107,AW00020106,Amber Hall,63,"50 and above",new,2013-06-09,159,4,132,33,4,4,2,66.0000000000000000
9108,AW00020107,Danielle Morris,64,"50 and above",new,2013-07-24,158,1,70,70,1,1,0,0
9109,AW00020108,Glenn Gao,56,"50 and above",new,2013-05-03,160,2,1155,577,2,2,0,0
9110,AW00020109,Katelyn Stewart,62,"50 and above",new,2013-05-17,160,2,1155,577,2,2,0,0
9111,AW00020110,Austin Perry,63,"50 and above",new,2013-05-30,160,1,1120,1120,1,1,0,0
9112,AW00020111,Brittney Zhu,62,"50 and above",new,2013-06-03,159,4,1169,292,4,4,0,0
9113,AW00020112,Shelby James,62,"50 and above",new,2013-10-20,155,2,79,39,2,2,0,0
9114,AW00020113,Christina Murphy,62,"50 and above",new,2013-10-27,155,1,70,70,1,1,0,0
9115,AW00020114,Joseph Thompson,62,"50 and above",new,2013-05-31,160,2,79,39,2,2,0,0
9116,AW00020115,Megan Jones,62,"50 and above",new,2013-03-03,162,2,120,60,2,2,0,0
9117,AW00020116,Hannah Bryant,62,"50 and above",new,2013-03-04,162,2,120,60,2,2,0,0
9118,AW00020117,Brandon Jenkins,48,"40 - 49",new,2013-03-26,162,2,79,39,2,2,0,0
9119,AW00020118,Jacqueline Henderson,48,"40 - 49",new,2013-06-21,159,2,1170,585,2,2,0,0
9120,AW00020119,Carlos Hernandez,48,"40 - 49",new,2013-10-04,155,1,70,70,1,1,0,0
9121,AW00020120,Fernando Hughes,47,"40 - 49",new,2013-04-09,161,2,120,60,2,2,0,0
9122,AW00020121,Dylan Butler,47,"40 - 49",new,2013-03-18,162,1,70,70,1,1,0,0
9123,AW00020122,Jeremy Bailey,47,"40 - 49",new,2013-11-12,154,3,129,43,3,3,0,0
9124,AW00020123,Aaron Gonzalez,47,"40 - 49",new,2013-10-10,155,3,133,44,3,3,0,0
9125,AW00020124,Natalie Coleman,47,"40 - 49",new,2013-06-08,159,1,70,70,1,1,0,0
9126,AW00020125,Natalie Clark,49,"40 - 49",new,2013-05-29,160,2,120,60,2,2,0,0
9127,AW00020126,Seth Carter,49,"40 - 49",new,2014-01-09,152,1,70,70,1,1,0,0
9128,AW00020127,Carlos Sanders,50,"50 and above",new,2013-04-12,161,1,70,70,1,1,0,0
9129,AW00020128,Ian Miller,49,"40 - 49",new,2013-07-11,158,2,79,39,2,2,0,0
9130,AW00020129,Nicole Stewart,49,"40 - 49",new,2013-04-04,161,2,120,60,2,2,0,0
9131,AW00020130,Jordan Nelson,49,"40 - 49",new,2013-01-31,164,1,5,5,1,1,0,0
9132,AW00020131,Carolyn Gutierrez,57,"50 and above",new,2013-12-26,153,2,39,19,2,2,0,0
9133,AW00020132,Jenny Shen,58,"50 and above",new,2013-06-10,159,3,70,23,3,3,0,0
9134,AW00020133,Jorge Li,52,"50 and above",new,2013-07-04,158,2,29,14,2,2,0,0
9135,AW00020134,Franklin Zhao,59,"50 and above",new,2014-01-26,152,3,149,49,3,3,0,0
9136,AW00020135,Grace Price,59,"50 and above",new,2013-07-01,158,3,70,23,3,3,0,0
9137,AW00020136,Bonnie Kennedy,53,"50 and above",new,2014-01-04,152,2,27,13,2,2,0,0
9138,AW00020137,Jarrod Fernandez,59,"50 and above",new,2013-12-06,153,4,79,19,4,4,0,0
9139,AW00020138,Kendra Moreno,85,"50 and above",new,2013-02-06,163,4,120,30,4,4,0,0
9140,AW00020139,Connor Wright,42,"40 - 49",new,2013-05-04,160,1,70,70,1,1,0,0
9141,AW00020140,Joe Navarro,62,"50 and above",new,2013-05-04,160,1,30,30,1,1,0,0
9142,AW00020141,Angelica Flores,62,"50 and above",new,2013-11-08,154,1,4,4,1,1,0,0
9143,AW00020142,Lydia Lopez,64,"50 and above",new,2013-01-31,164,1,4,4,1,1,0,0
9144,AW00020143,Jimmy Suarez,64,"50 and above",new,2013-07-28,158,2,32,16,2,2,0,0
9145,AW00020144,Roger Lin,64,"50 and above",new,2013-12-29,153,4,121,30,4,4,0,0
9146,AW00020145,Fernando Lee,55,"50 and above",new,2013-07-12,158,4,1184,296,4,4,0,0
9147,AW00020146,Mackenzie Hall,75,"50 and above",new,2013-02-15,163,1,4,4,1,1,0,0
9148,AW00020147,Tabitha Ramos,79,"50 and above",new,2013-06-19,159,3,38,12,3,3,0,0
9149,AW00020148,Terry Nath,78,"50 and above",new,2013-03-16,162,2,6,3,2,2,0,0
9150,AW00020149,Heidi Arun,78,"50 and above",regular,2013-08-06,157,5,3165,633,5,5,29,109.1379310344827586
9151,AW00020150,Gary Rubio,78,"50 and above",regular,2013-04-07,161,6,3264,544,6,6,24,136.0000000000000000
9152,AW00020151,Jamie Guo,40,"40 - 49",regular,2013-02-25,163,5,4152,830,5,5,16,259.5000000000000000
9153,AW00020152,Rafael She,40,"40 - 49",regular,2013-02-05,163,3,4142,1380,3,3,16,258.8750000000000000
9154,AW00020153,Diane Sanz,41,"40 - 49",new,2013-07-30,158,2,14,7,2,2,0,0
9155,AW00020154,Raul Luo,42,"40 - 49",regular,2013-02-14,163,3,4153,1384,3,3,16,259.5625000000000000
9156,AW00020155,Jay Fernandez,43,"40 - 49",new,2013-06-29,159,2,60,30,2,2,0,0
9157,AW00020156,Jay Madan,43,"40 - 49",regular,2013-02-25,163,3,4139,1379,3,3,16,258.6875000000000000
9158,AW00020157,Riley Reed,43,"40 - 49",regular,2013-02-07,163,2,4118,2059,2,2,16,257.3750000000000000
9159,AW00020158,Rodney Blanco,42,"40 - 49",regular,2013-01-31,164,3,4153,1384,3,3,15,276.8666666666666667
9160,AW00020159,Ernest Zhu,41,"40 - 49",regular,2013-02-07,163,5,4167,833,5,5,16,260.4375000000000000
9161,AW00020160,George Garcia,42,"40 - 49",regular,2013-02-22,163,6,4237,706,6,6,17,249.2352941176470588
9162,AW00020161,Albert Sanz,72,"50 and above",new,2013-06-26,159,2,39,19,2,2,0,0
9163,AW00020162,Kelsey Nath,77,"50 and above",regular,2013-04-10,161,4,1966,491,4,4,14,140.4285714285714286
9164,AW00020163,Krystal Zhang,77,"50 and above",regular,2013-04-16,161,2,1903,951,2,2,13,146.3846153846153846
9165,AW00020164,Carol Ann Rockne,77,"50 and above",regular,2013-09-18,156,3,3150,1050,3,3,29,108.6206896551724138
9166,AW00020165,Kristina Mehta,78,"50 and above",regular,2013-09-07,156,5,3191,638,5,5,29,110.0344827586206897
9167,AW00020166,Monique Gutierrez,59,"50 and above",regular,2013-04-05,161,5,1967,393,5,5,13,151.3076923076923077
9168,AW00020167,Joe Serrano,54,"50 and above",regular,2013-09-25,156,2,3142,1571,2,2,28,112.2142857142857143
9169,AW00020168,Jessie Serrano,60,"50 and above",new,2013-12-31,153,2,32,16,2,2,0,0
9170,AW00020169,Garrett Gray,60,"50 and above",new,2014-01-25,152,4,79,19,4,4,0,0
9171,AW00020170,Jerome Martin,60,"50 and above",regular,2013-10-16,155,3,3177,1059,3,3,29,109.5517241379310345
9172,AW00020171,Bailey King,61,"50 and above",regular,2013-05-06,160,3,1938,646,3,3,14,138.4285714285714286
9173,AW00020172,Kelli Gao,55,"50 and above",regular,2013-11-25,154,3,3150,1050,3,3,30,105.0000000000000000
9174,AW00020173,Dennis Zhao,45,"40 - 49",regular,2013-04-14,161,5,3181,636,5,5,22,144.5909090909090909
9175,AW00020174,Douglas Gonzalez,47,"40 - 49",new,2013-10-16,155,1,30,30,1,1,0,0
9176,AW00020175,Alisha Lu,46,"40 - 49",new,2013-07-09,158,4,1214,303,4,4,0,0
9177,AW00020176,Antonio Alexander,40,"40 - 49",new,2013-10-01,155,2,32,16,2,2,0,0
9178,AW00020177,Kelvin Li,40,"40 - 49",new,2013-06-11,159,2,6,3,2,2,0,0
9179,AW00020178,Deborah Anand,41,"40 - 49",new,2013-03-21,162,1,4,4,1,1,0,0
9180,AW00020179,Denise Patel,42,"40 - 49",new,2013-06-01,159,1,25,25,1,1,0,0
9181,AW00020180,Amanda Sanders,58,"50 and above",new,2013-01-01,164,4,2488,622,4,4,0,0
9182,AW00020181,Catherine Brooks,59,"50 and above",new,2013-01-10,164,1,2443,2443,1,1,0,0
9183,AW00020182,Isabelle Price,58,"50 and above",VIP,2013-11-05,154,3,5750,1916,3,3,23,250.0000000000000000
9184,AW00020183,Sophia Allen,47,"40 - 49",new,2013-01-29,164,2,2451,1225,2,2,0,0
9185,AW00020184,Jessica Richardson,59,"50 and above",new,2013-04-26,161,2,124,62,2,2,0,0
9186,AW00020185,Xavier Cooper,59,"50 and above",new,2013-09-16,156,1,70,70,1,1,0,0
9187,AW00020186,Connor Li,59,"50 and above",regular,2013-10-04,155,2,3191,1595,2,2,21,151.9523809523809524
9188,AW00020187,Robert King,59,"50 and above",new,2013-06-16,159,3,1179,393,3,3,0,0
9189,AW00020188,Kimberly Watson,59,"50 and above",regular,2013-10-26,155,3,3226,1075,3,3,21,153.6190476190476190
9190,AW00020189,Grace Hall,48,"40 - 49",new,2013-09-15,156,1,5,5,1,1,0,0
9191,AW00020190,Angela Reed,53,"50 and above",new,2013-06-20,159,4,1204,301,4,4,0,0
9192,AW00020191,Chad Rai,54,"50 and above",new,2013-06-28,159,4,1143,285,4,4,0,0
9193,AW00020192,Amber Campbell,53,"50 and above",new,2013-06-14,159,2,1155,577,2,2,0,0
9194,AW00020193,Alyssa Gray,48,"40 - 49",new,2013-06-10,159,1,1120,1120,1,1,0,0
9195,AW00020194,Connor Campbell,60,"50 and above",new,2013-06-23,159,2,1174,587,2,2,0,0
9196,AW00020195,Blake Wilson,60,"50 and above",new,2013-06-02,159,2,1174,587,2,2,0,0
9197,AW00020196,Cameron Perry,60,"50 and above",new,2013-06-27,159,1,1120,1120,1,1,0,0
9198,AW00020197,Olivia Johnson,60,"50 and above",new,2013-06-23,159,2,1145,572,2,2,0,0
9199,AW00020198,Sierra Evans,61,"50 and above",new,2013-06-13,159,2,1174,587,2,2,0,0
9200,AW00020199,Hailey Cook,61,"50 and above",new,2013-02-20,163,3,2502,834,3,3,0,0
9201,AW00020200,Noah Gonzales,62,"50 and above",new,2013-01-28,164,3,2480,826,3,3,0,0
9202,AW00020201,Chloe Harris,61,"50 and above",new,2014-01-28,152,2,134,67,2,2,0,0
9203,AW00020202,Alexandra Jones,61,"50 and above",new,2013-12-08,153,4,46,11,4,4,0,0
9204,AW00020203,Roy Blanco,50,"50 and above",new,2013-09-22,156,2,120,60,2,2,0,0
9205,AW00020204,Renee Carlson,56,"50 and above",new,2013-01-30,164,2,2476,1238,2,2,0,0
9206,AW00020205,Bryce Cox,63,"50 and above",new,2013-06-12,159,4,1184,296,4,4,0,0
9207,AW00020206,Olivia Murphy,62,"50 and above",regular,2013-10-27,155,3,3204,1068,3,3,21,152.5714285714285714
9208,AW00020207,Angel Bailey,57,"50 and above",new,2013-06-12,159,3,1134,378,3,3,0,0
9209,AW00020208,Austin Hayes,62,"50 and above",regular,2013-09-30,156,3,3219,1073,3,3,21,153.2857142857142857
9210,AW00020209,Andrea Turner,62,"50 and above",regular,2013-10-10,155,6,3268,544,6,6,21,155.6190476190476190
9211,AW00020210,Stephanie Powell,62,"50 and above",new,2013-02-17,163,2,2478,1239,2,2,0,0
9212,AW00020211,Scott Rodgers,52,"50 and above",VIP,2013-06-01,159,3,5333,1777,3,3,20,266.6500000000000000
9213,AW00020212,Krista Alonso,51,"50 and above",new,2013-12-15,153,6,100,16,6,6,7,14.2857142857142857
9214,AW00020213,Gina Dominguez,51,"50 and above",VIP,2013-06-05,159,3,6029,2009,3,3,20,301.4500000000000000
9215,AW00020214,Trisha Liu,52,"50 and above",VIP,2013-06-25,159,3,5304,1768,3,3,20,265.2000000000000000
9216,AW00020215,Ioannis Xylaras,52,"50 and above",VIP,2013-06-07,159,2,5279,2639,2,2,20,263.9500000000000000
9217,AW00020216,Shawn Chander,52,"50 and above",VIP,2013-06-04,159,4,5338,1334,4,4,20,266.9000000000000000
9218,AW00020217,Valerie Wang,43,"40 - 49",VIP,2013-06-04,159,5,6089,1217,5,5,20,304.4500000000000000
9219,AW00020218,Drew Xie,48,"40 - 49",new,2013-05-03,160,7,104,14,7,7,1,104.0000000000000000
9220,AW00020219,Colleen Harrison,51,"50 and above",VIP,2013-05-31,160,5,6044,1208,5,5,19,318.1052631578947368
9221,AW00020220,Wendy Carlson,51,"50 and above",VIP,2013-06-06,159,5,6060,1212,5,5,20,303.0000000000000000
9222,AW00020221,Kaylee Sanders,46,"40 - 49",VIP,2013-06-15,159,4,6035,1508,4,4,20,301.7500000000000000
9223,AW00020222,Melissa Morgan,47,"40 - 49",new,2013-12-18,153,5,74,14,5,5,6,12.3333333333333333
9224,AW00020223,Terrance Malhotra,47,"40 - 49",new,2013-12-28,153,8,187,23,8,8,1,187.0000000000000000
9225,AW00020224,Lawrence Gill,54,"50 and above",new,2013-10-05,155,4,44,11,4,4,0,0
9226,AW00020225,Sharon Rai,54,"50 and above",VIP,2013-06-16,159,3,6056,2018,3,3,20,302.8000000000000000
9227,AW00020226,Valerie She,54,"50 and above",VIP,2013-06-05,159,5,6067,1213,5,5,20,303.3500000000000000
9228,AW00020227,Louis Zhang,54,"50 and above",VIP,2013-06-22,159,3,6054,2018,3,3,20,302.7000000000000000
9229,AW00020228,Raymond Arthur,54,"50 and above",VIP,2013-05-30,160,5,6093,1218,5,5,19,320.6842105263157895
9230,AW00020229,Austin Walker,55,"50 and above",new,2013-08-19,157,3,70,23,3,3,0,0
9231,AW00020230,Gary Munoz,50,"50 and above",new,2013-06-13,159,2,32,16,2,2,0,0
9232,AW00020231,Kelvin Zhou,56,"50 and above",new,2013-05-23,160,3,60,20,3,3,0,0
9233,AW00020232,Franklin Chande,56,"50 and above",new,2013-06-13,159,4,92,23,4,4,0,0
9234,AW00020233,Jenny Raje,56,"50 and above",new,2013-05-03,160,3,70,23,3,3,0,0
9235,AW00020234,Gerald Mehta,56,"50 and above",new,2013-02-23,163,2,32,16,2,2,0,0
9236,AW00020235,Kenneth Deng,56,"50 and above",new,2013-12-13,153,2,35,17,2,2,0,0
9237,AW00020236,Cesar Chandra,58,"50 and above",VIP,2013-06-30,159,2,5279,2639,2,2,20,263.9500000000000000
9238,AW00020237,Hunter Yang,58,"50 and above",new,2013-02-01,163,1,21,21,1,1,0,0
9239,AW00020238,Anna Watson,53,"50 and above",VIP,2013-06-23,159,2,6021,3010,2,2,20,301.0500000000000000
9240,AW00020239,Jill Ortega,42,"40 - 49",VIP,2013-06-19,159,5,6093,1218,5,5,20,304.6500000000000000
9241,AW00020240,Beth Rubio,59,"50 and above",new,2013-10-16,155,3,57,19,3,3,0,0
9242,AW00020241,Cesar Mehta,59,"50 and above",VIP,2013-07-20,158,5,5347,1069,5,5,21,254.6190476190476190
9243,AW00020242,Christopher Thomas,89,"50 and above",VIP,2013-06-13,159,6,6068,1011,6,6,20,303.4000000000000000
9244,AW00020243,Tamara Ye,54,"50 and above",new,2013-05-22,160,3,60,20,3,3,0,0
9245,AW00020244,Dawn Raji,54,"50 and above",VIP,2013-06-13,159,2,6021,3010,2,2,20,301.0500000000000000
9246,AW00020245,Darren Malhotra,54,"50 and above",VIP,2013-07-21,158,5,6085,1217,5,5,21,289.7619047619047619
9247,AW00020246,Mindy Xu,49,"40 - 49",VIP,2013-06-30,159,4,6035,1508,4,4,21,287.3809523809523810
9248,AW00020247,Kristina Lopez,54,"50 and above",VIP,2013-07-25,158,3,6056,2018,3,3,21,288.3809523809523810
9249,AW00020248,Gina Suarez,61,"50 and above",new,2013-12-26,153,3,70,23,3,3,0,0
9250,AW00020249,Tasha Kumar,60,"50 and above",VIP,2013-07-24,158,3,5333,1777,3,3,21,253.9523809523809524
9251,AW00020250,Charles Garcia,60,"50 and above",new,2013-04-18,161,3,37,12,3,3,0,0
9252,AW00020251,Luis Li,61,"50 and above",new,2013-04-22,161,3,59,19,3,3,0,0
9253,AW00020252,Darrell Raje,55,"50 and above",new,2013-09-01,156,3,70,23,3,3,0,0
9254,AW00020253,Veronica Kapoor,50,"50 and above",VIP,2013-07-26,158,4,6035,1508,4,4,22,274.3181818181818182
9255,AW00020254,Dana Gutierrez,55,"50 and above",new,2013-09-16,156,3,60,20,3,3,0,0
9256,AW00020255,Stephanie Russell,50,"50 and above",new,2013-02-10,163,2,75,37,2,2,0,0
9257,AW00020256,Javier Serrano,51,"50 and above",VIP,2013-07-17,158,3,6029,2009,3,3,20,301.4500000000000000
9258,AW00020257,Roy Carlson,51,"50 and above",new,2014-01-24,152,1,21,21,1,1,0,0
9259,AW00020258,Katelyn Ward,46,"40 - 49",VIP,2013-07-13,158,3,6029,2009,3,3,20,301.4500000000000000
9260,AW00020259,Jenny Andersen,52,"50 and above",VIP,2013-07-19,158,3,6029,2009,3,3,20,301.4500000000000000
9261,AW00020260,Ethan Martinez,58,"50 and above",VIP,2013-06-30,159,3,5314,1771,3,3,19,279.6842105263157895
9262,AW00020261,Mariah Rivera,59,"50 and above",VIP,2013-07-30,158,3,5314,1771,3,3,20,265.7000000000000000
9263,AW00020262,Brett Prasad,58,"50 and above",new,2013-07-01,158,3,27,9,3,3,0,0
9264,AW00020263,Steve Zhou,58,"50 and above",new,2013-11-26,154,1,21,21,1,1,0,0
9265,AW00020264,Jay Carlson,53,"50 and above",VIP,2013-07-23,158,3,5333,1777,3,3,20,266.6500000000000000
9266,AW00020265,Clarence Guo,59,"50 and above",new,2013-03-13,162,2,32,16,2,2,0,0
9267,AW00020266,Summer Gonzalez,54,"50 and above",new,2013-04-20,161,3,60,20,3,3,0,0
9268,AW00020267,Monica Garcia,55,"50 and above",new,2013-08-05,157,3,49,16,3,3,0,0
9269,AW00020268,Jorge He,55,"50 and above",new,2013-10-23,155,1,21,21,1,1,0,0
9270,AW00020269,Hunter Foster,65,"50 and above",new,2013-10-28,155,1,5,5,1,1,0,0
9271,AW00020270,Kevin Phillips,44,"40 - 49",new,2013-04-22,161,2,79,39,2,2,0,0
9272,AW00020271,Barry Fernandez,45,"40 - 49",new,2013-07-17,158,2,120,60,2,2,0,0
9273,AW00020272,Seth James,45,"40 - 49",new,2013-09-24,156,2,94,47,2,2,0,0
9274,AW00020273,Katherine Martin,44,"40 - 49",new,2013-09-28,156,2,40,20,2,2,0,0
9275,AW00020274,Brent Wang,44,"40 - 49",new,2013-08-02,157,1,70,70,1,1,0,0
9276,AW00020275,Angela Kelly,41,"40 - 49",new,2014-01-13,152,2,134,67,2,2,0,0
